date,city,blood_bank,blood_group,units_available,thalassemia_units_required
2025-01-02,Sagar,LifeLine Blood Center,A+,64,0
2025-01-02,Sagar,LifeLine Blood Center,A-,21,0
2025-01-02,Sagar,LifeLine Blood Center,B+,51,7
2025-01-02,Sagar,LifeLine Blood Center,B-,22,3
2025-01-02,Sagar,LifeLine Blood Center,AB+,54,3
2025-01-02,Sagar,LifeLine Blood Center,AB-,11,0
2025-01-02,Sagar,LifeLine Blood Center,O+,56,10
2025-01-02,Sagar,LifeLine Blood Center,O-,7,5
2025-01-02,Sagar,Hope Blood Bank,A+,70,8
2025-01-02,Sagar,Hope Blood Bank,A-,18,7
2025-01-02,Sagar,Hope Blood Bank,B+,31,4
2025-01-02,Sagar,Hope Blood Bank,B-,21,3
2025-01-02,Sagar,Hope Blood Bank,AB+,8,9
2025-01-02,Sagar,Hope Blood Bank,AB-,11,8
2025-01-02,Sagar,Hope Blood Bank,O+,74,6
2025-01-02,Sagar,Hope Blood Bank,O-,7,4
2025-01-02,Sagar,Metro Blood Bank,A+,43,9
2025-01-02,Sagar,Metro Blood Bank,A-,22,9
2025-01-02,Sagar,Metro Blood Bank,B+,35,9
2025-01-02,Sagar,Metro Blood Bank,B-,21,2
2025-01-02,Sagar,Metro Blood Bank,AB+,48,1
2025-01-02,Sagar,Metro Blood Bank,AB-,0,4
2025-01-02,Sagar,Metro Blood Bank,O+,15,1
2025-01-02,Sagar,Metro Blood Bank,O-,14,9
2025-01-03,Bhopal,Red Cross Blood Bank,A+,97,10
2025-01-03,Bhopal,Red Cross Blood Bank,A-,31,8
2025-01-03,Bhopal,Red Cross Blood Bank,B+,67,6
2025-01-03,Bhopal,Red Cross Blood Bank,B-,11,7
2025-01-03,Bhopal,Red Cross Blood Bank,AB+,75,10
2025-01-03,Bhopal,Red Cross Blood Bank,AB-,6,8
2025-01-03,Bhopal,Red Cross Blood Bank,O+,16,5
2025-01-03,Bhopal,Red Cross Blood Bank,O-,7,8
2025-01-03,Bhopal,City Care Blood Bank,A+,30,4
2025-01-03,Bhopal,City Care Blood Bank,A-,17,2
2025-01-03,Bhopal,City Care Blood Bank,B+,75,4
2025-01-03,Bhopal,City Care Blood Bank,B-,6,1
2025-01-03,Bhopal,City Care Blood Bank,AB+,103,6
2025-01-03,Bhopal,City Care Blood Bank,AB-,6,1
2025-01-03,Bhopal,City Care Blood Bank,O+,108,8
2025-01-03,Bhopal,City Care Blood Bank,O-,17,6
2025-01-03,Bhopal,LifeLine Blood Center,A+,42,5
2025-01-03,Bhopal,LifeLine Blood Center,A-,37,3
2025-01-03,Bhopal,LifeLine Blood Center,B+,30,6
2025-01-03,Bhopal,LifeLine Blood Center,B-,20,1
2025-01-03,Bhopal,LifeLine Blood Center,AB+,122,9
2025-01-03,Bhopal,LifeLine Blood Center,AB-,23,2
2025-01-03,Bhopal,LifeLine Blood Center,O+,32,10
2025-01-03,Bhopal,LifeLine Blood Center,O-,21,0
2025-01-03,Bhopal,Hope Blood Bank,A+,28,2
2025-01-03,Bhopal,Hope Blood Bank,A-,32,10
2025-01-03,Bhopal,Hope Blood Bank,B+,102,6
2025-01-03,Bhopal,Hope Blood Bank,B-,12,10
2025-01-03,Bhopal,Hope Blood Bank,AB+,25,0
2025-01-03,Bhopal,Hope Blood Bank,AB-,0,8
2025-01-03,Bhopal,Hope Blood Bank,O+,112,8
2025-01-03,Bhopal,Hope Blood Bank,O-,22,8
2025-01-03,Bhopal,Metro Blood Bank,A+,41,0
2025-01-03,Bhopal,Metro Blood Bank,A-,18,6
2025-01-03,Bhopal,Metro Blood Bank,B+,123,9
2025-01-03,Bhopal,Metro Blood Bank,B-,22,5
2025-01-03,Bhopal,Metro Blood Bank,AB+,116,9
2025-01-03,Bhopal,Metro Blood Bank,AB-,2,7
2025-01-03,Bhopal,Metro Blood Bank,O+,31,5
2025-01-03,Bhopal,Metro Blood Bank,O-,3,0
2025-01-03,Indore,Red Cross Blood Bank,A+,79,5
2025-01-03,Indore,Red Cross Blood Bank,A-,14,3
2025-01-03,Indore,Red Cross Blood Bank,B+,75,2
2025-01-03,Indore,Red Cross Blood Bank,B-,28,0
2025-01-03,Indore,Red Cross Blood Bank,AB+,27,4
2025-01-03,Indore,Red Cross Blood Bank,AB-,12,8
2025-01-03,Indore,Red Cross Blood Bank,O+,102,10
2025-01-03,Indore,Red Cross Blood Bank,O-,10,0
2025-01-03,Indore,City Care Blood Bank,A+,79,4
2025-01-03,Indore,City Care Blood Bank,A-,31,3
2025-01-03,Indore,City Care Blood Bank,B+,97,2
2025-01-03,Indore,City Care Blood Bank,B-,18,4
2025-01-03,Indore,City Care Blood Bank,AB+,28,1
2025-01-03,Indore,City Care Blood Bank,AB-,0,10
2025-01-03,Indore,City Care Blood Bank,O+,116,2
2025-01-03,Indore,City Care Blood Bank,O-,6,3
2025-01-03,Indore,LifeLine Blood Center,A+,82,9
2025-01-03,Indore,LifeLine Blood Center,A-,28,2
2025-01-03,Indore,LifeLine Blood Center,B+,120,10
2025-01-03,Indore,LifeLine Blood Center,B-,34,4
2025-01-03,Indore,LifeLine Blood Center,AB+,24,5
2025-01-03,Indore,LifeLine Blood Center,AB-,19,7
2025-01-03,Indore,LifeLine Blood Center,O+,98,3
2025-01-03,Indore,LifeLine Blood Center,O-,6,5
2025-01-03,Indore,Hope Blood Bank,A+,115,9
2025-01-03,Indore,Hope Blood Bank,A-,15,10
2025-01-03,Indore,Hope Blood Bank,B+,49,7
2025-01-03,Indore,Hope Blood Bank,B-,36,2
2025-01-03,Indore,Hope Blood Bank,AB+,90,3
2025-01-03,Indore,Hope Blood Bank,AB-,1,5
2025-01-03,Indore,Hope Blood Bank,O+,74,8
2025-01-03,Indore,Hope Blood Bank,O-,13,4
2025-01-03,Indore,Metro Blood Bank,A+,72,2
2025-01-03,Indore,Metro Blood Bank,A-,14,4
2025-01-03,Indore,Metro Blood Bank,B+,26,8
2025-01-03,Indore,Metro Blood Bank,B-,12,10
2025-01-03,Indore,Metro Blood Bank,AB+,81,9
2025-01-03,Indore,Metro Blood Bank,AB-,10,3
2025-01-03,Indore,Metro Blood Bank,O+,81,6
2025-01-03,Indore,Metro Blood Bank,O-,12,4
2025-01-03,Jabalpur,Red Cross Blood Bank,A+,70,4
2025-01-03,Jabalpur,Red Cross Blood Bank,A-,23,6
2025-01-03,Jabalpur,Red Cross Blood Bank,B+,63,4
2025-01-03,Jabalpur,Red Cross Blood Bank,B-,13,4
2025-01-03,Jabalpur,Red Cross Blood Bank,AB+,11,5
2025-01-03,Jabalpur,Red Cross Blood Bank,AB-,0,4
2025-01-03,Jabalpur,Red Cross Blood Bank,O+,39,3
2025-01-03,Jabalpur,Red Cross Blood Bank,O-,14,5
2025-01-03,Jabalpur,City Care Blood Bank,A+,28,3
2025-01-03,Jabalpur,City Care Blood Bank,A-,28,4
2025-01-03,Jabalpur,City Care Blood Bank,B+,87,8
2025-01-03,Jabalpur,City Care Blood Bank,B-,8,5
2025-01-03,Jabalpur,City Care Blood Bank,AB+,46,6
2025-01-03,Jabalpur,City Care Blood Bank,AB-,0,7
2025-01-03,Jabalpur,City Care Blood Bank,O+,11,2
2025-01-03,Jabalpur,City Care Blood Bank,O-,7,5
2025-01-03,Jabalpur,LifeLine Blood Center,A+,75,3
2025-01-03,Jabalpur,LifeLine Blood Center,A-,11,2
2025-01-03,Jabalpur,LifeLine Blood Center,B+,13,0
2025-01-03,Jabalpur,LifeLine Blood Center,B-,27,4
2025-01-03,Jabalpur,LifeLine Blood Center,AB+,47,4
2025-01-03,Jabalpur,LifeLine Blood Center,AB-,3,2
2025-01-03,Jabalpur,LifeLine Blood Center,O+,64,3
2025-01-03,Jabalpur,LifeLine Blood Center,O-,10,4
2025-01-03,Jabalpur,Hope Blood Bank,A+,86,0
2025-01-03,Jabalpur,Hope Blood Bank,A-,8,1
2025-01-03,Jabalpur,Hope Blood Bank,B+,59,2
2025-01-03,Jabalpur,Hope Blood Bank,B-,10,2
2025-01-03,Jabalpur,Hope Blood Bank,AB+,32,1
2025-01-03,Jabalpur,Hope Blood Bank,AB-,8,7
2025-01-03,Jabalpur,Hope Blood Bank,O+,72,1
2025-01-03,Jabalpur,Hope Blood Bank,O-,6,7
2025-01-03,Jabalpur,Metro Blood Bank,A+,21,10
2025-01-03,Jabalpur,Metro Blood Bank,A-,8,1
2025-01-03,Jabalpur,Metro Blood Bank,B+,91,0
2025-01-03,Jabalpur,Metro Blood Bank,B-,13,4
2025-01-03,Jabalpur,Metro Blood Bank,AB+,53,0
2025-01-03,Jabalpur,Metro Blood Bank,AB-,4,4
2025-01-03,Jabalpur,Metro Blood Bank,O+,16,4
2025-01-03,Jabalpur,Metro Blood Bank,O-,7,8
2025-01-03,Gwalior,Red Cross Blood Bank,A+,43,10
2025-01-03,Gwalior,Red Cross Blood Bank,A-,18,5
2025-01-03,Gwalior,Red Cross Blood Bank,B+,41,2
2025-01-03,Gwalior,Red Cross Blood Bank,B-,27,6
2025-01-03,Gwalior,Red Cross Blood Bank,AB+,97,3
2025-01-03,Gwalior,Red Cross Blood Bank,AB-,14,0
2025-01-03,Gwalior,Red Cross Blood Bank,O+,71,4
2025-01-03,Gwalior,Red Cross Blood Bank,O-,1,7
2025-01-03,Gwalior,City Care Blood Bank,A+,44,0
2025-01-03,Gwalior,City Care Blood Bank,A-,5,3
2025-01-03,Gwalior,City Care Blood Bank,B+,25,3
2025-01-03,Gwalior,City Care Blood Bank,B-,11,1
2025-01-03,Gwalior,City Care Blood Bank,AB+,63,10
2025-01-03,Gwalior,City Care Blood Bank,AB-,18,4
2025-01-03,Gwalior,City Care Blood Bank,O+,31,7
2025-01-03,Gwalior,City Care Blood Bank,O-,9,10
2025-01-03,Gwalior,LifeLine Blood Center,A+,39,6
2025-01-03,Gwalior,LifeLine Blood Center,A-,20,5
2025-01-03,Gwalior,LifeLine Blood Center,B+,21,2
2025-01-03,Gwalior,LifeLine Blood Center,B-,6,3
2025-01-03,Gwalior,LifeLine Blood Center,AB+,56,5
2025-01-03,Gwalior,LifeLine Blood Center,AB-,11,5
2025-01-03,Gwalior,LifeLine Blood Center,O+,94,0
2025-01-03,Gwalior,LifeLine Blood Center,O-,20,3
2025-01-03,Gwalior,Hope Blood Bank,A+,92,6
2025-01-03,Gwalior,Hope Blood Bank,A-,18,2
2025-01-03,Gwalior,Hope Blood Bank,B+,98,3
2025-01-03,Gwalior,Hope Blood Bank,B-,28,5
2025-01-03,Gwalior,Hope Blood Bank,AB+,71,5
2025-01-03,Gwalior,Hope Blood Bank,AB-,8,2
2025-01-03,Gwalior,Hope Blood Bank,O+,96,3
2025-01-03,Gwalior,Hope Blood Bank,O-,12,0
2025-01-03,Gwalior,Metro Blood Bank,A+,96,1
2025-01-03,Gwalior,Metro Blood Bank,A-,13,2
2025-01-03,Gwalior,Metro Blood Bank,B+,24,6
2025-01-03,Gwalior,Metro Blood Bank,B-,20,5
2025-01-03,Gwalior,Metro Blood Bank,AB+,71,4
2025-01-03,Gwalior,Metro Blood Bank,AB-,12,9
2025-01-03,Gwalior,Metro Blood Bank,O+,27,9
2025-01-03,Gwalior,Metro Blood Bank,O-,9,5
2025-01-03,Ujjain,Red Cross Blood Bank,A+,75,7
2025-01-03,Ujjain,Red Cross Blood Bank,A-,4,6
2025-01-03,Ujjain,Red Cross Blood Bank,B+,19,2
2025-01-03,Ujjain,Red Cross Blood Bank,B-,5,1
2025-01-03,Ujjain,Red Cross Blood Bank,AB+,74,4
2025-01-03,Ujjain,Red Cross Blood Bank,AB-,7,9
2025-01-03,Ujjain,Red Cross Blood Bank,O+,56,3
2025-01-03,Ujjain,Red Cross Blood Bank,O-,6,3
2025-01-03,Ujjain,City Care Blood Bank,A+,71,5
2025-01-03,Ujjain,City Care Blood Bank,A-,22,6
2025-01-03,Ujjain,City Care Blood Bank,B+,80,1
2025-01-03,Ujjain,City Care Blood Bank,B-,16,5
2025-01-03,Ujjain,City Care Blood Bank,AB+,76,10
2025-01-03,Ujjain,City Care Blood Bank,AB-,4,10
2025-01-03,Ujjain,City Care Blood Bank,O+,10,10
2025-01-03,Ujjain,City Care Blood Bank,O-,10,10
2025-01-03,Ujjain,LifeLine Blood Center,A+,26,5
2025-01-03,Ujjain,LifeLine Blood Center,A-,20,1
2025-01-03,Ujjain,LifeLine Blood Center,B+,49,10
2025-01-03,Ujjain,LifeLine Blood Center,B-,8,1
2025-01-03,Ujjain,LifeLine Blood Center,AB+,11,7
2025-01-03,Ujjain,LifeLine Blood Center,AB-,5,0
2025-01-03,Ujjain,LifeLine Blood Center,O+,61,10
2025-01-03,Ujjain,LifeLine Blood Center,O-,2,9
2025-01-03,Ujjain,Hope Blood Bank,A+,25,1
2025-01-03,Ujjain,Hope Blood Bank,A-,24,7
2025-01-03,Ujjain,Hope Blood Bank,B+,23,6
2025-01-03,Ujjain,Hope Blood Bank,B-,10,7
2025-01-03,Ujjain,Hope Blood Bank,AB+,44,9
2025-01-03,Ujjain,Hope Blood Bank,AB-,12,5
2025-01-03,Ujjain,Hope Blood Bank,O+,60,10
2025-01-03,Ujjain,Hope Blood Bank,O-,15,9
2025-01-03,Ujjain,Metro Blood Bank,A+,72,9
2025-01-03,Ujjain,Metro Blood Bank,A-,9,1
2025-01-03,Ujjain,Metro Blood Bank,B+,44,8
2025-01-03,Ujjain,Metro Blood Bank,B-,17,7
2025-01-03,Ujjain,Metro Blood Bank,AB+,9,5
2025-01-03,Ujjain,Metro Blood Bank,AB-,7,4
2025-01-03,Ujjain,Metro Blood Bank,O+,57,1
2025-01-03,Ujjain,Metro Blood Bank,O-,3,3
2025-01-03,Sagar,Red Cross Blood Bank,A+,68,0
2025-01-03,Sagar,Red Cross Blood Bank,A-,17,2
2025-01-03,Sagar,Red Cross Blood Bank,B+,62,7
2025-01-03,Sagar,Red Cross Blood Bank,B-,20,2
2025-01-03,Sagar,Red Cross Blood Bank,AB+,35,10
2025-01-03,Sagar,Red Cross Blood Bank,AB-,0,10
2025-01-03,Sagar,Red Cross Blood Bank,O+,43,7
2025-01-03,Sagar,Red Cross Blood Bank,O-,3,2
2025-01-03,Sagar,City Care Blood Bank,A+,59,9
2025-01-03,Sagar,City Care Blood Bank,A-,15,4
2025-01-03,Sagar,City Care Blood Bank,B+,81,0
2025-01-03,Sagar,City Care Blood Bank,B-,6,8
2025-01-03,Sagar,City Care Blood Bank,AB+,11,1
2025-01-03,Sagar,City Care Blood Bank,AB-,17,8
2025-01-03,Sagar,City Care Blood Bank,O+,34,3
2025-01-03,Sagar,City Care Blood Bank,O-,17,3
2025-01-03,Sagar,LifeLine Blood Center,A+,75,7
2025-01-03,Sagar,LifeLine Blood Center,A-,12,5
2025-01-03,Sagar,LifeLine Blood Center,B+,23,4
2025-01-03,Sagar,LifeLine Blood Center,B-,11,10
2025-01-03,Sagar,LifeLine Blood Center,AB+,10,0
2025-01-03,Sagar,LifeLine Blood Center,AB-,5,9
2025-01-03,Sagar,LifeLine Blood Center,O+,73,7
2025-01-03,Sagar,LifeLine Blood Center,O-,2,5
2025-01-03,Sagar,Hope Blood Bank,A+,12,6
2025-01-03,Sagar,Hope Blood Bank,A-,15,1
2025-01-03,Sagar,Hope Blood Bank,B+,76,7
2025-01-03,Sagar,Hope Blood Bank,B-,23,8
2025-01-03,Sagar,Hope Blood Bank,AB+,47,5
2025-01-03,Sagar,Hope Blood Bank,AB-,10,6
2025-01-03,Sagar,Hope Blood Bank,O+,20,10
2025-01-03,Sagar,Hope Blood Bank,O-,0,5
2025-01-03,Sagar,Metro Blood Bank,A+,76,5
2025-01-03,Sagar,Metro Blood Bank,A-,7,10
2025-01-03,Sagar,Metro Blood Bank,B+,62,3
2025-01-03,Sagar,Metro Blood Bank,B-,4,6
2025-01-03,Sagar,Metro Blood Bank,AB+,63,10
2025-01-03,Sagar,Metro Blood Bank,AB-,6,8
2025-01-03,Sagar,Metro Blood Bank,O+,81,8
2025-01-03,Sagar,Metro Blood Bank,O-,2,4
2025-01-04,Bhopal,Red Cross Blood Bank,A+,36,0
2025-01-04,Bhopal,Red Cross Blood Bank,A-,10,0
2025-01-04,Bhopal,Red Cross Blood Bank,B+,62,4
2025-01-04,Bhopal,Red Cross Blood Bank,B-,31,0
2025-01-04,Bhopal,Red Cross Blood Bank,AB+,122,0
2025-01-04,Bhopal,Red Cross Blood Bank,AB-,10,10
2025-01-04,Bhopal,Red Cross Blood Bank,O+,116,9
2025-01-04,Bhopal,Red Cross Blood Bank,O-,1,2
2025-01-04,Bhopal,City Care Blood Bank,A+,30,6
2025-01-04,Bhopal,City Care Blood Bank,A-,22,8
2025-01-04,Bhopal,City Care Blood Bank,B+,62,0
2025-01-04,Bhopal,City Care Blood Bank,B-,28,2
2025-01-04,Bhopal,City Care Blood Bank,AB+,58,8
2025-01-04,Bhopal,City Care Blood Bank,AB-,5,5
2025-01-04,Bhopal,City Care Blood Bank,O+,75,4
2025-01-04,Bhopal,City Care Blood Bank,O-,3,1
2025-01-04,Bhopal,LifeLine Blood Center,A+,110,2
2025-01-04,Bhopal,LifeLine Blood Center,A-,11,2
2025-01-04,Bhopal,LifeLine Blood Center,B+,107,7
2025-01-04,Bhopal,LifeLine Blood Center,B-,30,4
2025-01-04,Bhopal,LifeLine Blood Center,AB+,101,9
2025-01-04,Bhopal,LifeLine Blood Center,AB-,15,6
2025-01-04,Bhopal,LifeLine Blood Center,O+,18,10
2025-01-04,Bhopal,LifeLine Blood Center,O-,21,4
2025-01-04,Bhopal,Hope Blood Bank,A+,52,4
2025-01-04,Bhopal,Hope Blood Bank,A-,13,9
2025-01-04,Bhopal,Hope Blood Bank,B+,41,8
2025-01-04,Bhopal,Hope Blood Bank,B-,15,6
2025-01-04,Bhopal,Hope Blood Bank,AB+,30,6
2025-01-04,Bhopal,Hope Blood Bank,AB-,10,3
2025-01-04,Bhopal,Hope Blood Bank,O+,31,7
2025-01-04,Bhopal,Hope Blood Bank,O-,10,7
2025-01-04,Bhopal,Metro Blood Bank,A+,116,4
2025-01-04,Bhopal,Metro Blood Bank,A-,20,3
2025-01-04,Bhopal,Metro Blood Bank,B+,27,10
2025-01-04,Bhopal,Metro Blood Bank,B-,32,2
2025-01-04,Bhopal,Metro Blood Bank,AB+,120,4
2025-01-04,Bhopal,Metro Blood Bank,AB-,20,1
2025-01-04,Bhopal,Metro Blood Bank,O+,65,6
2025-01-04,Bhopal,Metro Blood Bank,O-,6,9
2025-01-04,Indore,Red Cross Blood Bank,A+,30,7
2025-01-04,Indore,Red Cross Blood Bank,A-,27,7
2025-01-04,Indore,Red Cross Blood Bank,B+,91,6
2025-01-04,Indore,Red Cross Blood Bank,B-,33,2
2025-01-04,Indore,Red Cross Blood Bank,AB+,20,3
2025-01-04,Indore,Red Cross Blood Bank,AB-,22,6
2025-01-04,Indore,Red Cross Blood Bank,O+,20,0
2025-01-04,Indore,Red Cross Blood Bank,O-,18,4
2025-01-04,Indore,City Care Blood Bank,A+,88,1
2025-01-04,Indore,City Care Blood Bank,A-,7,1
2025-01-04,Indore,City Care Blood Bank,B+,116,1
2025-01-04,Indore,City Care Blood Bank,B-,13,6
2025-01-04,Indore,City Care Blood Bank,AB+,72,7
2025-01-04,Indore,City Care Blood Bank,AB-,22,9
2025-01-04,Indore,City Care Blood Bank,O+,98,3
2025-01-04,Indore,City Care Blood Bank,O-,20,2
2025-01-04,Indore,LifeLine Blood Center,A+,84,1
2025-01-04,Indore,LifeLine Blood Center,A-,9,1
2025-01-04,Indore,LifeLine Blood Center,B+,82,1
2025-01-04,Indore,LifeLine Blood Center,B-,30,10
2025-01-04,Indore,LifeLine Blood Center,AB+,31,2
2025-01-04,Indore,LifeLine Blood Center,AB-,24,8
2025-01-04,Indore,LifeLine Blood Center,O+,100,9
2025-01-04,Indore,LifeLine Blood Center,O-,7,2
2025-01-04,Indore,Hope Blood Bank,A+,94,0
2025-01-04,Indore,Hope Blood Bank,A-,15,0
2025-01-04,Indore,Hope Blood Bank,B+,46,2
2025-01-04,Indore,Hope Blood Bank,B-,13,8
2025-01-04,Indore,Hope Blood Bank,AB+,82,6
2025-01-04,Indore,Hope Blood Bank,AB-,10,9
2025-01-04,Indore,Hope Blood Bank,O+,66,0
2025-01-04,Indore,Hope Blood Bank,O-,20,6
2025-01-04,Indore,Metro Blood Bank,A+,96,4
2025-01-04,Indore,Metro Blood Bank,A-,19,2
2025-01-04,Indore,Metro Blood Bank,B+,82,6
2025-01-04,Indore,Metro Blood Bank,B-,34,5
2025-01-04,Indore,Metro Blood Bank,AB+,66,6
2025-01-04,Indore,Metro Blood Bank,AB-,15,5
2025-01-04,Indore,Metro Blood Bank,O+,39,5
2025-01-04,Indore,Metro Blood Bank,O-,7,5
2025-01-04,Jabalpur,Red Cross Blood Bank,A+,14,1
2025-01-04,Jabalpur,Red Cross Blood Bank,A-,19,5
2025-01-04,Jabalpur,Red Cross Blood Bank,B+,26,0
2025-01-04,Jabalpur,Red Cross Blood Bank,B-,25,8
2025-01-04,Jabalpur,Red Cross Blood Bank,AB+,60,1
2025-01-04,Jabalpur,Red Cross Blood Bank,AB-,17,0
2025-01-04,Jabalpur,Red Cross Blood Bank,O+,11,8
2025-01-04,Jabalpur,Red Cross Blood Bank,O-,5,6
2025-01-04,Jabalpur,City Care Blood Bank,A+,9,2
2025-01-04,Jabalpur,City Care Blood Bank,A-,16,9
2025-01-04,Jabalpur,City Care Blood Bank,B+,88,0
2025-01-04,Jabalpur,City Care Blood Bank,B-,23,1
2025-01-04,Jabalpur,City Care Blood Bank,AB+,82,8
2025-01-04,Jabalpur,City Care Blood Bank,AB-,1,9
2025-01-04,Jabalpur,City Care Blood Bank,O+,40,6
2025-01-04,Jabalpur,City Care Blood Bank,O-,11,8
2025-01-04,Jabalpur,LifeLine Blood Center,A+,59,10
2025-01-04,Jabalpur,LifeLine Blood Center,A-,25,3
2025-01-04,Jabalpur,LifeLine Blood Center,B+,12,10
2025-01-04,Jabalpur,LifeLine Blood Center,B-,20,5
2025-01-04,Jabalpur,LifeLine Blood Center,AB+,80,8
2025-01-04,Jabalpur,LifeLine Blood Center,AB-,13,4
2025-01-04,Jabalpur,LifeLine Blood Center,O+,54,0
2025-01-04,Jabalpur,LifeLine Blood Center,O-,1,8
2025-01-04,Jabalpur,Hope Blood Bank,A+,11,4
2025-01-04,Jabalpur,Hope Blood Bank,A-,19,3
2025-01-04,Jabalpur,Hope Blood Bank,B+,41,2
2025-01-04,Jabalpur,Hope Blood Bank,B-,8,4
2025-01-04,Jabalpur,Hope Blood Bank,AB+,38,9
2025-01-04,Jabalpur,Hope Blood Bank,AB-,16,1
2025-01-04,Jabalpur,Hope Blood Bank,O+,43,3
2025-01-04,Jabalpur,Hope Blood Bank,O-,12,7
2025-01-04,Jabalpur,Metro Blood Bank,A+,51,1
2025-01-04,Jabalpur,Metro Blood Bank,A-,9,8
2025-01-04,Jabalpur,Metro Blood Bank,B+,60,0
2025-01-04,Jabalpur,Metro Blood Bank,B-,22,10
2025-01-04,Jabalpur,Metro Blood Bank,AB+,13,4
2025-01-04,Jabalpur,Metro Blood Bank,AB-,0,9
2025-01-04,Jabalpur,Metro Blood Bank,O+,70,3
2025-01-04,Jabalpur,Metro Blood Bank,O-,4,5
2025-01-04,Gwalior,Red Cross Blood Bank,A+,65,7
2025-01-04,Gwalior,Red Cross Blood Bank,A-,10,2
2025-01-04,Gwalior,Red Cross Blood Bank,B+,49,2
2025-01-04,Gwalior,Red Cross Blood Bank,B-,12,9
2025-01-04,Gwalior,Red Cross Blood Bank,AB+,78,9
2025-01-04,Gwalior,Red Cross Blood Bank,AB-,17,1
2025-01-04,Gwalior,Red Cross Blood Bank,O+,55,7
2025-01-04,Gwalior,Red Cross Blood Bank,O-,15,1
2025-01-04,Gwalior,City Care Blood Bank,A+,96,4
2025-01-04,Gwalior,City Care Blood Bank,A-,30,6
2025-01-04,Gwalior,City Care Blood Bank,B+,27,10
2025-01-04,Gwalior,City Care Blood Bank,B-,19,7
2025-01-04,Gwalior,City Care Blood Bank,AB+,16,1
2025-01-04,Gwalior,City Care Blood Bank,AB-,2,5
2025-01-04,Gwalior,City Care Blood Bank,O+,19,6
2025-01-04,Gwalior,City Care Blood Bank,O-,18,9
2025-01-04,Gwalior,LifeLine Blood Center,A+,68,9
2025-01-04,Gwalior,LifeLine Blood Center,A-,19,1
2025-01-04,Gwalior,LifeLine Blood Center,B+,27,4
2025-01-04,Gwalior,LifeLine Blood Center,B-,16,4
2025-01-04,Gwalior,LifeLine Blood Center,AB+,22,2
2025-01-04,Gwalior,LifeLine Blood Center,AB-,15,2
2025-01-04,Gwalior,LifeLine Blood Center,O+,14,8
2025-01-04,Gwalior,LifeLine Blood Center,O-,4,10
2025-01-04,Gwalior,Hope Blood Bank,A+,19,6
2025-01-04,Gwalior,Hope Blood Bank,A-,21,8
2025-01-04,Gwalior,Hope Blood Bank,B+,28,4
2025-01-04,Gwalior,Hope Blood Bank,B-,23,4
2025-01-04,Gwalior,Hope Blood Bank,AB+,35,10
2025-01-04,Gwalior,Hope Blood Bank,AB-,11,4
2025-01-04,Gwalior,Hope Blood Bank,O+,32,3
2025-01-04,Gwalior,Hope Blood Bank,O-,7,2
2025-01-04,Gwalior,Metro Blood Bank,A+,72,0
2025-01-04,Gwalior,Metro Blood Bank,A-,27,2
2025-01-04,Gwalior,Metro Blood Bank,B+,40,9
2025-01-04,Gwalior,Metro Blood Bank,B-,10,7
2025-01-04,Gwalior,Metro Blood Bank,AB+,97,2
2025-01-04,Gwalior,Metro Blood Bank,AB-,19,9
2025-01-04,Gwalior,Metro Blood Bank,O+,96,4
2025-01-04,Gwalior,Metro Blood Bank,O-,0,2
2025-01-04,Ujjain,Red Cross Blood Bank,A+,32,10
2025-01-04,Ujjain,Red Cross Blood Bank,A-,9,8
2025-01-04,Ujjain,Red Cross Blood Bank,B+,47,6
2025-01-04,Ujjain,Red Cross Blood Bank,B-,8,4
2025-01-04,Ujjain,Red Cross Blood Bank,AB+,68,7
2025-01-04,Ujjain,Red Cross Blood Bank,AB-,0,7
2025-01-04,Ujjain,Red Cross Blood Bank,O+,18,9
2025-01-04,Ujjain,Red Cross Blood Bank,O-,3,1
2025-01-04,Ujjain,City Care Blood Bank,A+,53,1
2025-01-04,Ujjain,City Care Blood Bank,A-,4,6
2025-01-04,Ujjain,City Care Blood Bank,B+,66,2
2025-01-04,Ujjain,City Care Blood Bank,B-,8,7
2025-01-04,Ujjain,City Care Blood Bank,AB+,9,4
2025-01-04,Ujjain,City Care Blood Bank,AB-,8,1
2025-01-04,Ujjain,City Care Blood Bank,O+,24,5
2025-01-04,Ujjain,City Care Blood Bank,O-,12,3
2025-01-04,Ujjain,LifeLine Blood Center,A+,40,10
2025-01-04,Ujjain,LifeLine Blood Center,A-,19,0
2025-01-04,Ujjain,LifeLine Blood Center,B+,8,2
2025-01-04,Ujjain,LifeLine Blood Center,B-,18,8
2025-01-04,Ujjain,LifeLine Blood Center,AB+,20,9
2025-01-04,Ujjain,LifeLine Blood Center,AB-,11,9
2025-01-04,Ujjain,LifeLine Blood Center,O+,28,10
2025-01-04,Ujjain,LifeLine Blood Center,O-,13,2
2025-01-04,Ujjain,Hope Blood Bank,A+,12,8
2025-01-04,Ujjain,Hope Blood Bank,A-,15,3
2025-01-04,Ujjain,Hope Blood Bank,B+,29,4
2025-01-04,Ujjain,Hope Blood Bank,B-,12,9
2025-01-04,Ujjain,Hope Blood Bank,AB+,12,2
2025-01-04,Ujjain,Hope Blood Bank,AB-,0,8
2025-01-04,Ujjain,Hope Blood Bank,O+,52,8
2025-01-04,Ujjain,Hope Blood Bank,O-,13,8
2025-01-04,Ujjain,Metro Blood Bank,A+,24,4
